Rep,25695,RepC,Inc?,pKpn-E1.Nr7,29611,80,100.0,NONE
Rep,25695,RepC,Inc?,pRA35,19008,80,100.0,NONE
Rep,25695,RepC,Inc?,pKP112,14434,80,100.0,NONE
Rep,25695,RepC,Inc?,unnamed,113271,80,100.0,NONE
Rep,25695,RepC,Inc?,pKPC,79626,76,86.8,NONE
Rep,25695,RepC,Inc?,pCAV1374-84,135592,76,86.8,NONE
Rep,25695,hypotheticalprotein,Inc?,pMRVIM1012,45441,76,86.8,NONE
Rep,25695,RepC,incl/m,pEL60,746,76,100.0,NONE
Rep,25695,RepC,Inc?,pEC745,130667,76,100.0,NONE
Rep,25695,RepC,Inc?,pOXA-48,23092,76,100.0,NONE
Rep,25695,RepC,Inc?,pNE1280,460,76,86.8,NONE
Rep,25695,RepC,Inc?,unnamed2,64509,76,86.8,NONE
Rep,25695,replicationproteinRepC,Inc?,pARM26,79437,76,86.8,NONE
Rep,25695,RepC,Inc?,pCAV1335-92,135665,76,86.8,NONE
Rep,25695,RepC,Inc?,pCAV1099-69,136010,76,86.8,NONE
Rep,25695,RepC,Inc?,pEC743,95365,76,86.8,NONE
Rep,25695,RepC,Inc?,pOXAAPSS1,131213,76,100.0,NONE
Rep,25695,RepC,Inc?,pOXA-48E1,134632,76,100.0,NONE
Rep,25695,replicationproteinRepC,Inc?,pNDM-HK,64159,76,100.0,NONE
Rep,25695,RepC,Inc?,pENT-d0d,123769,76,100.0,NONE
Rep,25695,RepC,Inc?,pKOI-34,157495,76,86.8,NONE
Rep,25695,RepC,Inc?,pCAV1321-71,135772,76,86.8,NONE
Rep,25695,RepC,Inc?,pCAV1492-73,135470,76,86.8,NONE
Rep,25695,RepC,Inc?,pENT-e56,123821,76,100.0,NONE
Rep,25695,RepC,Inc?,pUR17313-1,108029,76,100.0,NONE
Rep,25695,RepC,Inc?,R1215,190326,76,86.8,NONE
Rep,25695,RepC,Inc?,pEl1573,151230,76,100.0,NONE
Rep,25695,RepC,Inc?,pFOX-7a,150218,76,86.8,NONE
Rep,25695,"replicationprotein,RepC",Inc?,pIGT15,97510,76,86.8,NONE
Rep,25695,replicationproteinC,Inc?,pACM1,31487,76,86.8,NONE
Rep,25695,RepC,Inc?,p34978-70.092kb,121212,76,86.8,NONE
Rep,25695,RepC,Inc?,pKPN-068,140287,76,100.0,NONE
Rep,25695,RepC,Inc?,pOXAAPSS2,148528,76,100.0,NONE
Rep,25695,RepC,incl/m,pCTX-M3,9901,76,100.0,NONE
Rep,25695,RepC,Inc?,pNDM-OM,162798,76,*,NONE
Rep,25695,RepC,Inc?,pJEG011,12135,76,100.0,NONE
Rep,25695,RepC,Inc?,unnamed2,64606,76,86.8,NONE
Rep,25695,repC,Inc?,pOXA48-Pm,151837,76,86.8,NONE
Rep,25695,RepC,Inc?,pCAV1151-83,135885,76,86.8,NONE
Rep,25695,RepC,incl/m,pCTXM360,118065,76,100.0,NONE
Rep,25695,RepC,Inc?,6411TF,96548,68,88.2,NONE
Rep,25695,RepC,Inc?,R69,50952,63,90.5,NONE
Rep,7048,replicationprotein,Inc?,UTSW55,270990,327,99.7,NONE
Rep,7048,replicationprotein,Inc?,pHUV05-03,291813,327,98.2,NONE
Rep,7048,replicationprotein,Inc?,UTSW55,270951,327,99.7,NONE
Rep,7048,replicationprotein,Inc?,unnamed,214609,327,100.0,NONE
Rep,7048,replicationinitiatorAfamilyprotein,Inc?,unnamed,292199,327,99.7,NONE
Rep,7048,replication-associatedproteinRepA,Inc?,pUSA01-ISMMS,279623,327,99.7,NONE
Rep,7048,replicationprotein,Inc?,UTSW55,270973,327,99.7,NONE
Rep,7048,Replicationprotein,Inc?,SAP050A,301123,327,99.7,NONE
Rep,7048,Replicationinitiatorprotein,Inc?,p18807-P03,288345,327,99.7,NONE
Rep,7048,Replicationinitiatorprotein,Inc?,p18809-P03,288270,327,99.7,NONE
Rep,7048,replicationinitiatorAdomainprotein,Inc?,pSJH901,261776,327,99.7,NONE
Rep,7048,replicationinitiatorAdomainprotein,Inc?,pSJH101,261729,327,99.7,NONE
Rep,7048,Replicationprotein,Inc?,SAP049A,301146,327,99.7,NONE
Rep,7048,replicationinitiatorAfamilyprotein,Inc?,unnamed,141615,327,99.7,NONE
Rep,7048,replicationproteinA,Inc?,pUSA300HOUMR,299280,327,99.7,NONE
Rep,7048,Replicationprotein,Inc?,SAP052A,301047,327,99.7,NONE
Rep,7048,Replicationprotein,Inc?,SAP046A,301218,327,99.7,NONE
Rep,7048,Replicationinitiatorprotein,Inc?,pLAC-P03,288123,327,99.7,NONE
Rep,7048,Replicationprotein,Inc?,SAP051A,301069,327,99.7,NONE
Rep,7048,hypotheticalprotein,Inc?,pSA1379,211599,327,99.4,NONE
Rep,7048,Replicationinitiatorprotein,Inc?,p18806-P03,288383,327,99.7,NONE
Rep,7048,replicationprotein,Inc?,pSA268,299113,327,98.2,NONE
Rep,7048,replicationprotein,Inc?,pNCCP14558,269206,327,99.7,NONE
Rep,7048,Replicationprotein,Inc?,pWBG746,301451,327,*,NONE
Rep,7048,replicationinitiatorAfamilyprotein,Inc?,unnamed,292149,327,99.7,NONE
Rep,7048,Replicationprotein,Inc?,pWBG752,185909,327,99.7,NONE
Rep,7048,Replicationprotein,Inc?,SAP027A,301484,327,99.7,NONE
Rep,7048,Replicationprotein,Inc?,pSK156,300700,327,100.0,NONE
Rep,7048,rep,Inc?,pN315,71070,327,99.7,NONE
Rep,7048,replicationprotein,Inc?,UTSW55,271022,327,99.7,NONE
Rep,7048,Replicationprotein,Inc?,SAP015A,301643,327,99.7,NONE
Rep,7048,Replicationprotein,Inc?,pWBG747,301310,327,99.4,NONE
Rep,7048,replicationinitiatorprotein,Inc?,pPM1,286524,327,98.2,NONE
Rep,7048,Replicationinitiatorprotein,Inc?,p18808-P03,288306,325,98.8,NONE
Rep,7048,"ReplicationinitiatorA,N-terminal",Inc?,SAP019A,185973,324,98.5,NONE
Rep,7048,replicationinitiatorAfamilyprotein,Inc?,:,314438,324,98.5,NONE
Rep,7048,replicationproteinA,Inc?,pFDA209P,149898,324,97.9,NONE
Rep,7048,replicationinitiatorproteinAdomainprotein,Inc?,unnamed,299315,324,98.5,NONE
Rep,7048,replicationprotein,Inc?,pCCM5757-1,250136,324,98.5,NONE
Rep,7048,replicationprotein,Inc?,pS1945,177972,324,98.5,NONE
Rep,7048,"ReplicationinitiatorA,N-terminal",Inc?,pWBG759,301294,324,98.5,NONE
Rep,7048,replicationprotein,Inc?,unnamed,195292,324,98.5,NONE
Rep,7048,"ReplicationinitiatorA,N-terminal",Inc?,pWBG756,328495,324,98.5,NONE
Rep,7048,['orfX34'],Inc?,DNA,211465,324,99.1,NONE
Rep,7048,ReplicationproteinA,Inc?,pST75,291873,324,97.6,NONE
Rep,7048,replicationprotein,Inc?,pCCM5757-1,323931,324,98.5,NONE
Rep,7048,replicationprotein,Inc?,pDSM799,221232,324,97.9,NONE
Rep,7048,replicationprotein,Inc?,pDSM799,318414,324,97.9,NONE
Rep,4732,initiatorRepBprotein,Inc?,pBVIE05,230930,402,*,NONE
Rep,38684,initiatorRepBprotein,Inc?,pABUH5-114,327351,212,*,NONE
Rep,5261,replicationinitiationprotein,Inc?,pWEC911,205642,382,99.7,NONE
Rep,5261,"TrfA2Replicationprotein,longform",incp,pBS228,59149,382,*,NONE
Rep,5261,replicationinitiationprotein,Inc?,pG527,206397,382,99.7,NONE
Rep,5261,replicationinitiationprotein,incp,pIJB1,233222,289,76.8,NONE
Rep,5261,TrfA,incp,pEST4011,53250,289,76.5,NONE
Rep,5261,TrfA2replicationinitiationprotein,Inc?,pAKD4,53885,289,76.8,NONE
Rep,5261,"TrfA2Replicationprotein,shortform",incp,pBS228,59150,285,100.0,NONE
Rep,5261,S-TrfA,incp,R751,16307,285,77.2,R751
Rep,57932,putativeReplicationprotein,Inc?,MEALZ,51041,285,*,NONE
Rep,34936,incFIIRepAfamilyprotein,Inc?,unnamed,74797,312,*,NONE
Rep,27400,RepA3,Inc?,pEC,48664,64,*,NONE
Rep,27400,RepA3protein,Inc?,pHeBE7,85513,62,100.0,NONE
Rep,27400,conservedhypotheticalprotein,Inc?,pSE11-2,77659,62,80.6,NONE
Rep,27400,replicationproteinRepA3,Inc?,pHK23a,42919,61,100.0,NONE
Rep,27400,regulatorofrepA1expressioninFIIreplicon,Inc?,pHN3A11,27738,61,100.0,NONE
Rep,27400,proteinCopA/IncA,Inc?,p12-4374,26919,61,100.0,NONE
Rep,27400,RepA3,Inc?,pEK499,19246,61,100.0,NONE
Rep,27400,replicationproteinRepA3,Inc?,pHK01,34154,61,100.0,NONE
Rep,27400,CopAprotein,Inc?,pMO17,64153,61,98.4,NONE
Rep,27400,replicationproteinRepA,Inc?,pO26-L,43807,61,100.0,NONE
Rep,27400,replicationproteinRepA3,Inc?,pFOS-HK151325,28225,61,100.0,NONE
Rep,27400,replicationproteinRepA3,Inc?,pHK17a,48389,61,100.0,NONE
Rep,27400,replicationproteinRepA3,Inc?,pEG356,40206,61,100.0,NONE
Rep,27400,replicationproteinRepA3,Inc?,pFAM22321,6508,61,100.0,NONE
Rep,27400,replicationregulatoryproteinRepA3,Inc?,pTC1,30677,61,100.0,NONE
Rep,27400,RepA3protein,Inc?,pMC-NDM,75798,61,100.0,NONE
Rep,27400,replicationproteinRepA3,Inc?,pHK09,26025,61,100.0,NONE
Rep,27400,replicationproteinRepA3,Inc?,pHK08,28458,61,100.0,NONE
Rep,4739,plasmidpartitioningproteinRepA,Inc?,pMOC1,157551,402,*,NONE
Rep,6798,parB-likepartitionprotein,Inc?,pOANT03,59037,335,*,NONE
Rep,6798,plasmidpartitioningproteinRepB,Inc?,2,33154,335,100.0,NONE
Rep,6799,initiatorRepBprotein,Inc?,pRAHAQ02,57167,335,*,NONE
Rep,55227,Cobyrinicacidac-diamidesynthase,Inc?,pOANT03,58999,397,91.4,NONE
Rep,55227,plasmidpartitioningproteinA(RepA),Inc?,pLM19O1,134711,397,*,NONE
Rep,55227,plasmidpartitioningproteinRepA,Inc?,2,33096,397,91.4,NONE
Rep,55227,"Cobyrinicacida,c-diamidesynthase",Inc?,3,88659,397,87.4,NONE
Rep,5919,RepA,Inc?,pSEM,56386,394,94.1,NONE
Rep,5919,replicationproteinRepA,Inc?,pEC743,95364,360,*,NONE
Rep,5919,"RepAprotein,IncFIIfamily",Inc?,pKPC,79627,355,98.6,NONE
Rep,5919,RepA,Inc?,pCF29,24449,355,94.1,NONE
Rep,5919,"RepAprotein,IncFIIfamily",Inc?,pCAV1374-84,135593,355,98.6,NONE
Rep,5919,"RepAprotein,IncFIIfamily",Inc?,pCAV1335-92,135666,355,98.6,NONE
Rep,5919,"RepAprotein,IncFIIfamily",Inc?,pCAV1492-73,135471,355,98.6,NONE
Rep,5919,"RepAprotein,IncFIIfamily",Inc?,pCAV1321-71,135773,355,98.6,NONE
Rep,5919,replicationproteinRepA,Inc?,pOXAAPSS2,148527,355,93.8,NONE
Rep,5919,"RepAprotein,IncFIIfamily",Inc?,pOXA-48E1,134633,355,94.1,NONE
Rep,5919,RepA,Inc?,pKP112,14436,355,94.1,NONE
Rep,5919,"RepAprotein,IncFIIfamily",Inc?,pUR17313-1,108030,355,94.1,NONE
Rep,5919,replicationproteinRepA,Inc?,unnamed2,64510,355,98.6,NONE
Rep,5919,replicationproteinRepA,Inc?,LM6771,167488,355,93.8,NONE
Rep,5919,replicationproteinRepA,Inc?,pEC745,130666,355,94.1,NONE
Rep,5919,replicationproteinRepA,Inc?,p34978-70.092kb,121211,355,98.9,NONE
Rep,5919,replicationinitiationprotein,Inc?,pKPN-068,140288,355,94.1,NONE
Rep,5919,"RepAprotein,IncFIIfamily",Inc?,pCAV1099-69,136011,355,98.6,NONE
Rep,5919,replicationproteinRepA,Inc?,unnamed2,64607,355,98.6,NONE
Rep,5919,"RepAprotein,IncFIIfamily",Inc?,pENT-e56,123820,355,94.1,NONE
Rep,5919,replicationproteinRepA,Inc?,pOXAAPSS1,131214,355,94.1,NONE
Rep,5919,"RepAprotein,IncFIIfamily",Inc?,pCAV1151-83,135886,355,98.6,NONE
Rep,5919,"RepAprotein,IncFIIfamily",Inc?,pENT-d0d,123770,355,94.1,NONE
Rep,5919,RepA,Inc?,pRA35,19010,355,94.1,NONE
Rep,5919,RepA,Inc?,pJEG011,12137,351,94.0,NONE
Rep,5919,RepA,Inc?,6411TF,96435,351,98.9,NONE
Rep,5919,RepA,incl/m,pCTXM360,118067,351,93.7,NONE
Rep,5919,RepA,Inc?,R471,45738,351,94.3,NONE
Rep,5919,RepA,incl/m,pCTX-M3,9903,351,93.7,NONE
Rep,5919,RepA,incl/m,pEL60,748,351,98.6,NONE
Rep,5919,RepA,Inc?,pNDM-OM,162799,351,93.7,NONE
Rep,5919,replicationinitiationprotein,Inc?,pACM1,31485,351,94.0,NONE
Rep,5919,initiatorRepAprotein,Inc?,pIMP-HB623,45010,351,93.7,NONE
Rep,5919,RepA,Inc?,pOXA-48,23094,351,94.0,NONE
Rep,5919,hypotheticalprotein,Inc?,pMRVIM1012,45440,351,98.6,NONE
Rep,5919,repA,Inc?,pOXA48-Pm,151839,351,94.0,NONE
Rep,5919,RepA,Inc?,unnamed,113272,351,94.0,NONE
Rep,5919,RepA,Inc?,pEl1573,151232,351,93.7,NONE
Rep,5919,"replicationinitiatorprotein,RepA",Inc?,pARM26,79334,351,94.0,NONE
Rep,5919,RepA,Inc?,pKpn-E1.Nr7,29612,351,94.0,NONE
Rep,5919,"replicationinitiatorprotein,RepA",Inc?,pIGT15,97426,351,94.0,NONE
Rep,5919,RepA,Inc?,R830b,23009,351,94.3,NONE
Rep,5919,replicationproteinRepA,Inc?,pNDM-HK,64161,351,93.7,NONE
Rep,5919,RepA,Inc?,R69,50951,351,98.9,NONE
Rep,5919,RepA,Inc?,R1215,190328,351,94.0,NONE
Rep,5919,RepA,Inc?,pNE1280,461,351,98.6,NONE
Rep,5919,RepA,Inc?,pFOX-7a,150216,351,98.9,NONE
Rep,37216,UncharacterizedproteinyubM,Inc?,pSfHH103c,138963,642,89.5,NONE
Rep,37216,RepB,Inc?,pSmeSM11a,53878,247,*,NONE
Rep,6727,replication-associatedproteinRepA,Inc?,pTEF1,261371,336,*,NONE
Rep,68321,hypotheticalprotein,Inc?,pGR2A,217093,92,*,NONE
Rep,68321,Rep1,Inc?,pUB101,211197,66,87.9,NONE
Rep,74882,ReplicativeDNAhelicaseDnaB,Inc?,mega,123451,446,*,NONE
Rep,15959,RepBfamilyprotein,Inc?,pMK02,193724,164,98.2,NONE
Rep,15959,hypotheticalprotein,Inc?,pKB290-2,299751,164,*,NONE
Rep,6989,replicationproteinB(RepB),Inc?,pLM19O2,173422,329,*,NONE
Rep,56762,initiatorReplicationfamilyprotein,Inc?,pYAC,152251,328,*,NONE
Rep,56762,plasmidreplicationprotein,Inc?,unnamed,122850,328,100.0,NONE
Rep,63731,replicationproteinRepB,Inc?,unnamed2,242072,265,99.3,NONE
Rep,63731,ReplicationproteinRep,Inc?,SAP108A,300588,265,99.3,NONE
Rep,63731,replicationprotein,Inc?,SAP110A,300530,148,*,NONE
Rep,34431,plasmidpartitioningproteinRepB,Inc?,1,90119,328,*,NONE
Rep,76113,PlasmidreplicationproteinRepB,Inc?,pLokhon01,138008,361,100.0,NONE
Rep,76113,PlasmidreplicationproteinRepB,Inc?,pLokhon01,312906,361,*,NONE
Rep,56758,plasmidpartitioningproteinRepB,Inc?,unnamed,169597,328,*,NONE
Rep,56758,RepBpartitioningprotein/ParB-likeprotein,Inc?,D,79472,328,100.0,NONE
Rep,4656,replicationinitiationproteinRepC,Inc?,pShin-07,105140,405,*,NONE
Rep,4656,replicationinitiationproteinRepC,Inc?,pShin-06,118587,405,91.1,NONE
Rep,37983,hypotheticalprotein,Inc?,pLEW6932,211586,230,72.6,NONE
Rep,37983,partitioningprotein,Inc?,pETB,184276,230,79.6,NONE
Rep,37983,replication-associatedprotein,Inc?,pSSP2,305218,228,*,NONE
Rep,37983,replication-associatedprotein,Inc?,unnamed2,242089,228,84.2,NONE
Rep,37983,replication-associatedprotein,Inc?,SAP108A,300580,228,84.2,NONE
Rep,37983,RepB,Inc?,pUB101,211202,169,73.1,NONE
Rep,4653,putativereplicationproteinA,Inc?,pRLO149,177564,405,*,NONE
Rep,4653,plasmidpartitioningproteinRepA,Inc?,pShin-10,71637,403,74.2,NONE
Rep,33814,PlasmidencodedRepAprotein(relaxase),Inc?,mega,123502,349,*,NONE
Rep,33958,plasmidpartitioningproteinRepB,Inc?,pRmeGR4a,108478,344,*,NONE
Rep,33958,RepB,Inc?,pSmeSM11a,53726,343,99.1,NONE
Rep,33958,ReplicationproteinB,Inc?,pSfHH103c,138807,343,96.8,NONE
Rep,56834,replicationproteinRepA,Inc?,LA635P1,285245,325,99.7,NONE
Rep,56834,replicationproteinA,Inc?,pEA29,286196,325,99.7,NONE
Rep,56834,replicationproteinA,Inc?,1.,323760,325,99.7,NONE
Rep,56834,plasmidreplicationprotein,Inc?,LA637P1,204979,325,99.7,NONE
Rep,56834,hypotheticalprotein,Inc?,pJE01,182203,325,97.5,NONE
Rep,56834,plasmidreplicationprotein,Inc?,pEA29.,317116,325,99.7,NONE
Rep,56834,replicationproteinRepA,Inc?,pEA29,304820,325,*,NONE
Rep,56834,replicationproteinRepA,Inc?,pEA29,271425,325,99.7,NONE
Rep,56834,replicationproteinA,Inc?,pEA29,286320,325,99.7,NONE
Rep,56834,replicationproteinA,Inc?,pEA29,286258,325,99.7,NONE
Rep,56834,RepA,Inc?,pEJ30,30678,325,97.5,NONE
Rep,56834,replicationproteinA,Inc?,pEA29,286288,325,99.7,NONE
Rep,56834,replicationproteinA,Inc?,pEA29,264903,325,99.7,NONE
Rep,56834,replicationproteinA,Inc?,pEA29,286227,325,99.7,NONE
Rep,56834,replicationproteinA,Inc?,pEA29,233080,325,99.7,NONE
Rep,56834,replicationproteinRepA,Inc?,LA636P1,285202,325,99.7,NONE
Rep,56834,replicationproteinA,Inc?,pEA29,268150,325,99.7,NONE
Rep,56834,Plasmidreplicationprotein,Inc?,pEp36.,122839,325,97.8,NONE
Rep,56834,replicationproteinRepA,Inc?,pEP36,145823,325,97.8,NONE
Rep,56834,plasmidreplicationprotein,Inc?,pEP36.,111649,323,97.5,NONE
Rep,11981,hypotheticalprotein,Inc?,pMT1,1815,233,92.3,NONE
Rep,11981,unknown,Inc?,pMT-1,47663,233,92.3,NONE
Rep,11981,hypotheticalprotein,Inc?,pMT1,295299,222,92.3,NONE
Rep,11981,hypotheticalproteinYPMT1.28c,Inc?,pMT1.,305708,222,92.3,NONE
Rep,11981,hypotheticalprotein,Inc?,unnamed,201889,222,92.3,NONE
Rep,11981,parB-likenucleasedomainprotein,Inc?,pMT,107662,222,92.3,NONE
Rep,11981,unknown,Inc?,pMT1,302254,222,92.3,NONE
Rep,11981,parB-likenucleasedomainprotein,Inc?,pMT,136330,222,92.3,NONE
Rep,11981,parB-likenucleasedomainprotein,Inc?,pMT,310107,222,92.3,NONE
Rep,11981,chromosomepartitioningproteinParB,Inc?,ESBL242,168804,222,89.2,NONE
Rep,11981,parB-likenucleasedomainprotein,Inc?,1,122230,222,92.3,NONE
Rep,11981,parB-likenucleasedomainprotein,Inc?,pMT,122097,222,92.3,NONE
Rep,11981,chromosomepartitioningproteinParB,Inc?,pSAN1-1735,167671,222,90.5,NONE
Rep,11981,hypotheticalprotein,Inc?,pMT1,295378,222,91.9,NONE
Rep,11981,parB-likenucleasedomainprotein,Inc?,pMT,97550,222,92.3,NONE
Rep,11981,parB-likenucleasedomainprotein,Inc?,pMT1,137315,222,92.3,NONE
Rep,11981,hypotheticalprotein,Inc?,MT,230767,222,92.3,NONE
Rep,11981,Hypotheticalprotein,Inc?,unnamed,236448,222,89.2,NONE
Rep,11981,chromosomepartitioningproteinParB,Inc?,pCAV1741-110,246532,222,91.0,NONE
Rep,11981,parB-likenucleasedomainprotein,Inc?,pMT,86294,222,92.3,NONE
Rep,11981,parB-likenucleasedomainprotein,Inc?,pMT,86472,222,92.3,NONE
Rep,11981,ParB/RepB/Spo0Jfamilypartitionprotein,Inc?,pPMK1-B,296267,222,99.5,NONE
Rep,11981,parB-likenucleasedomainprotein,Inc?,pMT,137020,222,92.3,NONE
Rep,11981,parB-likenucleasedomainprotein,Inc?,pMT,309430,222,92.3,NONE
Rep,11981,hypotheticalprotein,Inc?,pHCM2.,5451,222,91.9,NONE
Rep,11981,chromosomepartitioningproteinParB,Inc?,pG749,193061,222,89.2,NONE
Rep,11981,hypotheticalprotein,Inc?,pMT,231602,222,92.3,NONE
Rep,11981,DNAmodificationmethylase,Inc?,pMT,181142,222,92.3,NONE
Rep,11981,parB-likenucleasedomainprotein,Inc?,pMT,136616,222,92.3,NONE
Rep,11981,hypotheticalprotein,Inc?,p09EL50,284386,222,89.2,NONE
Rep,11981,parB-likenucleasedomainprotein,Inc?,pMT1,97003,222,92.3,NONE
Rep,11981,chromosomepartitioningproteinParB,Inc?,pKPN-04f,167055,222,98.6,NONE
Rep,11981,parB-likenucleasedomainprotein,Inc?,pMT,136947,222,92.3,NONE
Rep,11981,parB-likenucleasedomainprotein,Inc?,pMT1,97264,222,92.3,NONE
Rep,11981,parB-likenucleasedomainprotein,Inc?,pMT,149257,222,92.3,NONE
Rep,11981,hypotheticalproteinYPMT1.28c,Inc?,pMT1,234574,222,92.3,NONE
Rep,11981,chromosomepartitioningproteinParB,Inc?,unnamed,190868,222,92.3,NONE
Rep,11981,hypotheticalprotein,Inc?,pMT,231502,222,92.3,NONE
Rep,11981,chromosomepartitioningproteinParB,Inc?,pCS1,213847,222,91.9,NONE
Rep,11981,chromosomepartitioningproteinParB,Inc?,p34399-121.660kb,252910,222,91.4,NONE
